100; 100; 0.0;255;88;155
125; 100; 0.0;255;88;155
150; 100; 0.0;133;255;230
175; 100; 0.0;133;255;230
200; 100; 0.0;255;95;189
225; 100; 0.0;213;255;92
250; 100; 0.0;213;255;92
275; 100; 0.0;66;44;255
300; 100; 0.0;255;190;144
325; 100; 0.0;255;190;144
350; 100; 0.0;118;221;255
375; 100; 0.0;255;99;112
400; 100; 0.0;255;238;72
425; 100; 0.0;255;238;72
450; 100; 0.0;185;101;255
550; 100; 0.0;185;101;255
575; 100; 0.0;65;255;160
600; 100; 0.0;65;255;160
625; 100; 0.0;139;108;255
650; 100; 0.0;139;108;255
675; 100; 0.0;154;255;139
750; 100; 0.0;154;255;139
775; 100; 0.0;255;201;247
25; 125; 0.0;133;255;230
50; 125; 0.0;219;255;222
75; 125; 0.0;255;135;197
100; 125; 0.0;255;88;155
125; 125; 0.0;255;88;155
150; 125; 0.0;133;255;230
175; 125; 0.0;255;95;189
200; 125; 0.0;255;95;189
225; 125; 0.0;213;255;92
250; 125; 0.0;213;255;92
275; 125; 0.0;66;44;255
300; 125; 0.0;66;44;255
325; 125; 0.0;255;190;144
350; 125; 0.0;118;221;255
375; 125; 0.0;255;99;112
400; 125; 0.0;100;255;218
425; 125; 0.0;255;238;72
450; 125; 0.0;185;101;255
550; 125; 0.0;185;101;255
575; 125; 0.0;65;255;160
600; 125; 0.0;65;255;160
625; 125; 0.0;255;63;247
650; 125; 0.0;139;108;255
675; 125; 0.0;154;255;139
750; 125; 0.0;154;255;139
775; 125; 0.0;255;201;247
25; 150; 0.0;133;255;230
50; 150; 0.0;219;255;222
75; 150; 0.0;104;255;79
100; 150; 0.0;114;255;83
125; 150; 0.0;255;88;155
150; 150; 0.0;133;255;230
175; 150; 0.0;255;95;189
225; 150; 0.0;255;95;189
250; 150; 0.0;213;255;92
275; 150; 0.0;66;44;255
300; 150; 0.0;139;255;76
325; 150; 0.0;255;190;144
350; 150; 0.0;118;221;255
375; 150; 0.0;255;99;112
400; 150; 0.0;255;99;112
425; 150; 0.0;255;238;72
450; 150; 0.0;185;101;255
575; 150; 0.0;185;101;255
600; 150; 0.0;65;255;160
625; 150; 0.0;255;63;247
650; 150; 0.0;65;255;160
675; 150; 0.0;63;81;255
700; 150; 0.0;154;255;139
750; 150; 0.0;154;255;139
775; 150; 0.0;255;201;247
25; 175; 0.0;133;255;230
50; 175; 0.0;219;255;222
75; 175; 0.0;114;255;83
100; 175; 0.0;114;255;83
125; 175; 0.0;185;255;226
150; 175; 0.0;133;255;230
175; 175; 0.0;255;95;189
225; 175; 0.0;255;95;189
250; 175; 0.0;213;255;92
275; 175; 0.0;66;44;255
300; 175; 0.0;66;44;255
325; 175; 0.0;139;255;76
350; 175; 0.0;118;221;255
375; 175; 0.0;255;99;112
400; 175; 0.0;255;99;112
425; 175; 0.0;255;238;72
450; 175; 0.0;185;101;255
575; 175; 0.0;185;101;255
600; 175; 0.0;65;255;160
625; 175; 0.0;255;63;247
650; 175; 0.0;65;255;160
675; 175; 0.0;154;255;139
725; 175; 0.0;154;255;139
750; 175; 0.0;255;201;247
25; 200; 0.0;133;255;230
50; 200; 0.0;208;143;255
75; 200; 0.0;114;255;83
100; 200; 0.0;114;255;83
125; 200; 0.0;185;255;226
150; 200; 0.0;133;255;230
175; 200; 0.0;255;95;189
225; 200; 0.0;255;95;189
250; 200; 0.0;213;255;92
275; 200; 0.0;66;44;255
300; 200; 0.0;66;44;255
325; 200; 0.0;139;255;76
350; 200; 0.0;118;221;255
375; 200; 0.0;255;99;112
425; 200; 0.0;255;99;112
450; 200; 0.0;185;101;255
575; 200; 0.0;185;101;255
600; 200; 0.0;65;255;160
625; 200; 0.0;65;255;160
650; 200; 0.0;65;255;160
675; 200; 0.0;154;255;139
725; 200; 0.0;154;255;139
750; 200; 0.0;255;201;247
25; 225; 0.0;133;255;230
50; 225; 0.0;208;143;255
75; 225; 0.0;114;255;83
100; 225; 0.0;114;255;83
125; 225; 0.0;185;255;226
150; 225; 0.0;133;255;230
175; 225; 0.0;255;95;189
225; 225; 0.0;255;95;189
250; 225; 0.0;213;255;92
275; 225; 0.0;66;44;255
300; 225; 0.0;66;44;255
325; 225; 0.0;139;255;76
350; 225; 0.0;139;255;76
375; 225; 0.0;255;99;112
425; 225; 0.0;255;99;112
450; 225; 0.0;185;101;255
550; 225; 0.0;185;101;255
575; 225; 0.0;65;255;160
650; 225; 0.0;65;255;160
675; 225; 0.0;154;255;139
725; 225; 0.0;154;255;139
750; 225; 0.0;255;201;247
25; 250; 0.0;181;255;117
50; 250; 0.0;181;255;117
75; 250; 0.0;114;255;83
100; 250; 0.0;114;255;83
125; 250; 0.0;185;255;226
150; 250; 0.0;137;255;36
175; 250; 0.0;255;95;189
250; 250; 0.0;255;95;189
275; 250; 0.0;66;44;255
300; 250; 0.0;66;44;255
325; 250; 0.0;139;255;76
350; 250; 0.0;255;99;112
425; 250; 0.0;255;99;112
450; 250; 0.0;183;255;144
475; 250; 0.0;185;101;255
525; 250; 0.0;185;101;255
550; 250; 0.0;65;255;160
650; 250; 0.0;65;255;160
675; 250; 0.0;154;255;139
725; 250; 0.0;154;255;139
750; 250; 0.0;255;201;247
775; 250; 0.0;255;201;247
25; 275; 0.0;181;255;117
75; 275; 0.0;181;255;117
100; 275; 0.0;114;255;83
125; 275; 0.0;185;255;226
150; 275; 0.0;137;255;36
175; 275; 0.0;255;95;189
225; 275; 0.0;255;95;189
250; 275; 0.0;104;255;60
275; 275; 0.0;147;255;135
300; 275; 0.0;66;44;255
325; 275; 0.0;139;255;76
350; 275; 0.0;255;99;112
400; 275; 0.0;255;99;112
425; 275; 0.0;183;255;144
450; 275; 0.0;183;255;144
475; 275; 0.0;185;101;255
525; 275; 0.0;185;101;255
550; 275; 0.0;65;255;160
650; 275; 0.0;65;255;160
675; 275; 0.0;154;255;139
725; 275; 0.0;154;255;139
750; 275; 0.0;255;250;152
775; 275; 0.0;255;201;247
25; 300; 0.0;181;255;117
75; 300; 0.0;181;255;117
100; 300; 0.0;255;89;201
125; 300; 0.0;255;219;155
150; 300; 0.0;185;255;226
175; 300; 0.0;255;95;189
225; 300; 0.0;255;95;189
250; 300; 0.0;104;255;60
275; 300; 0.0;255;46;213
300; 300; 0.0;66;44;255
325; 300; 0.0;58;255;70
350; 300; 0.0;255;99;112
400; 300; 0.0;255;99;112
425; 300; 0.0;183;255;144
475; 300; 0.0;183;255;144
500; 300; 0.0;185;101;255
550; 300; 0.0;185;101;255
575; 300; 0.0;65;255;160
650; 300; 0.0;65;255;160
675; 300; 0.0;154;255;139
725; 300; 0.0;154;255;139
750; 300; 0.0;255;250;152
775; 300; 0.0;255;182;59
25; 325; 0.0;181;255;117
75; 325; 0.0;181;255;117
100; 325; 0.0;255;89;201
125; 325; 0.0;255;219;155
150; 325; 0.0;185;255;226
175; 325; 0.0;74;47;255
200; 325; 0.0;255;95;189
225; 325; 0.0;255;95;189
250; 325; 0.0;104;255;60
275; 325; 0.0;255;46;213
300; 325; 0.0;66;44;255
325; 325; 0.0;58;255;70
350; 325; 0.0;255;99;112
400; 325; 0.0;255;99;112
425; 325; 0.0;183;255;144
500; 325; 0.0;183;255;144
525; 325; 0.0;185;101;255
550; 325; 0.0;185;101;255
575; 325; 0.0;65;255;160
650; 325; 0.0;65;255;160
675; 325; 0.0;178;174;255
700; 325; 0.0;154;255;139
725; 325; 0.0;154;255;139
750; 325; 0.0;255;250;152
775; 325; 0.0;255;250;152
25; 350; 0.0;181;255;117
100; 350; 0.0;181;255;117
125; 350; 0.0;103;255;109
150; 350; 0.0;185;255;226
175; 350; 0.0;74;47;255
200; 350; 0.0;255;95;189
225; 350; 0.0;129;106;255
250; 350; 0.0;104;255;60
275; 350; 0.0;104;255;60
300; 350; 0.0;66;44;255
325; 350; 0.0;58;255;70
350; 350; 0.0;178;255;195
375; 350; 0.0;255;99;112
425; 350; 0.0;255;99;112
450; 350; 0.0;183;255;144
500; 350; 0.0;183;255;144
525; 350; 0.0;65;255;160
550; 350; 0.0;65;255;160
650; 350; 0.0;65;255;160
675; 350; 0.0;178;174;255
700; 350; 0.0;154;255;139
725; 350; 0.0;154;255;139
750; 350; 0.0;255;250;152
775; 350; 0.0;255;250;152
25; 375; 0.0;181;255;117
75; 375; 0.0;181;255;117
100; 375; 0.0;103;255;109
125; 375; 0.0;103;255;109
150; 375; 0.0;185;255;226
175; 375; 0.0;74;47;255
200; 375; 0.0;255;95;189
225; 375; 0.0;166;176;255
250; 375; 0.0;104;255;60
275; 375; 0.0;104;255;60
300; 375; 0.0;66;44;255
325; 375; 0.0;58;255;70
350; 375; 0.0;178;255;195
375; 375; 0.0;255;99;112
400; 375; 0.0;255;99;112
425; 375; 0.0;255;99;112
450; 375; 0.0;183;255;144
500; 375; 0.0;183;255;144
525; 375; 0.0;65;255;160
650; 375; 0.0;65;255;160
675; 375; 0.0;178;174;255
700; 375; 0.0;154;255;139
725; 375; 0.0;154;255;139
750; 375; 0.0;255;250;152
775; 375; 0.0;255;250;152
25; 400; 0.0;181;255;117
75; 400; 0.0;181;255;117
100; 400; 0.0;103;255;109
125; 400; 0.0;103;255;109
150; 400; 0.0;185;255;226
175; 400; 0.0;74;47;255
200; 400; 0.0;255;95;189
225; 400; 0.0;166;176;255
250; 400; 0.0;104;255;60
275; 400; 0.0;104;255;60
300; 400; 0.0;66;44;255
325; 400; 0.0;58;255;70
350; 400; 0.0;178;255;195
375; 400; 0.0;178;255;195
400; 400; 0.0;255;186;114
425; 400; 0.0;255;99;112
450; 400; 0.0;183;255;144
500; 400; 0.0;183;255;144
525; 400; 0.0;65;255;160
625; 400; 0.0;65;255;160
650; 400; 0.0;178;174;255
675; 400; 0.0;178;174;255
700; 400; 0.0;154;255;139
725; 400; 0.0;154;255;139
750; 400; 0.0;108;255;51
775; 400; 0.0;255;182;59
25; 425; 0.0;181;255;117
75; 425; 0.0;181;255;117
100; 425; 0.0;103;255;109
125; 425; 0.0;103;255;109
150; 425; 0.0;185;255;226
175; 425; 0.0;74;47;255
200; 425; 0.0;255;95;189
225; 425; 0.0;117;138;255
250; 425; 0.0;104;255;60
275; 425; 0.0;104;255;60
300; 425; 0.0;255;46;213
325; 425; 0.0;58;255;70
350; 425; 0.0;178;255;195
375; 425; 0.0;178;255;195
400; 425; 0.0;255;186;114
425; 425; 0.0;255;99;112
450; 425; 0.0;253;255;165
475; 425; 0.0;183;255;144
500; 425; 0.0;183;255;144
525; 425; 0.0;65;255;160
625; 425; 0.0;65;255;160
650; 425; 0.0;114;255;149
675; 425; 0.0;147;255;84
700; 425; 0.0;154;255;139
725; 425; 0.0;154;255;139
750; 425; 0.0;108;255;51
775; 425; 0.0;255;182;59
25; 450; 0.0;181;255;117
50; 450; 0.0;181;255;117
75; 450; 0.0;181;255;117
100; 450; 0.0;103;255;109
125; 450; 0.0;103;255;109
150; 450; 0.0;185;255;226
175; 450; 0.0;185;255;226
200; 450; 0.0;74;47;255
225; 450; 0.0;117;138;255
250; 450; 0.0;255;156;181
275; 450; 0.0;104;255;60
300; 450; 0.0;255;46;213
325; 450; 0.0;194;255;218
350; 450; 0.0;253;255;52
375; 450; 0.0;255;102;140
400; 450; 0.0;255;186;114
425; 450; 0.0;255;102;140
450; 450; 0.0;253;255;165
475; 450; 0.0;183;255;144
500; 450; 0.0;183;255;144
525; 450; 0.0;65;255;160
600; 450; 0.0;65;255;160
625; 450; 0.0;119;52;255
650; 450; 0.0;65;255;160
675; 450; 0.0;147;255;84
700; 450; 0.0;154;255;139
725; 450; 0.0;154;255;139
750; 450; 0.0;108;255;51
775; 450; 0.0;255;182;59
25; 475; 0.0;181;255;117
50; 475; 0.0;130;255;96
75; 475; 0.0;103;255;109
100; 475; 0.0;103;255;109
125; 475; 0.0;103;255;109
150; 475; 0.0;185;255;226
175; 475; 0.0;185;255;226
200; 475; 0.0;74;47;255
225; 475; 0.0;117;138;255
250; 475; 0.0;255;156;181
275; 475; 0.0;104;255;60
300; 475; 0.0;255;46;213
325; 475; 0.0;194;255;218
350; 475; 0.0;253;255;52
375; 475; 0.0;255;102;140
400; 475; 0.0;255;102;140
425; 475; 0.0;114;255;111
450; 475; 0.0;253;255;165
475; 475; 0.0;183;255;144
500; 475; 0.0;97;255;79
525; 475; 0.0;65;255;160
575; 475; 0.0;65;255;160
600; 475; 0.0;119;52;255
625; 475; 0.0;119;52;255
650; 475; 0.0;114;255;149
675; 475; 0.0;255;167;234
700; 475; 0.0;154;255;139
725; 475; 0.0;154;255;139
750; 475; 0.0;108;255;51
775; 475; 0.0;108;255;51
25; 500; 0.0;181;255;117
50; 500; 0.0;130;255;96
75; 500; 0.0;130;255;96
100; 500; 0.0;255;190;221
125; 500; 0.0;103;255;109
150; 500; 0.0;185;255;226
175; 500; 0.0;185;255;226
200; 500; 0.0;74;47;255
225; 500; 0.0;117;138;255
250; 500; 0.0;255;156;181
275; 500; 0.0;102;255;105
300; 500; 0.0;255;46;213
325; 500; 0.0;194;255;218
350; 500; 0.0;253;255;52
375; 500; 0.0;255;202;66
400; 500; 0.0;255;102;140
425; 500; 0.0;114;255;111
450; 500; 0.0;253;255;165
475; 500; 0.0;253;255;165
500; 500; 0.0;65;255;160
525; 500; 0.0;65;255;160
550; 500; 0.0;65;255;160
575; 500; 0.0;65;255;160
600; 500; 0.0;119;52;255
625; 500; 0.0;119;52;255
650; 500; 0.0;147;255;84
675; 500; 0.0;147;255;84
700; 500; 0.0;154;255;139
725; 500; 0.0;154;255;139
750; 500; 0.0;108;255;51
775; 500; 0.0;108;255;51
25; 525; 0.0;107;255;116
50; 525; 0.0;130;255;96
75; 525; 0.0;130;255;96
100; 525; 0.0;255;190;221
125; 525; 0.0;255;190;221
150; 525; 0.0;203;163;255
175; 525; 0.0;185;255;226
200; 525; 0.0;255;195;228
225; 525; 0.0;117;138;255
250; 525; 0.0;117;138;255
275; 525; 0.0;102;255;105
300; 525; 0.0;255;46;213
325; 525; 0.0;194;255;218
350; 525; 0.0;253;255;52
375; 525; 0.0;255;202;66
400; 525; 0.0;255;102;140
425; 525; 0.0;114;255;111
450; 525; 0.0;253;255;165
475; 525; 0.0;253;255;165
500; 525; 0.0;65;255;160
525; 525; 0.0;189;255;15
550; 525; 0.0;189;255;15
575; 525; 0.0;173;255;92
600; 525; 0.0;119;52;255
625; 525; 0.0;119;52;255
650; 525; 0.0;147;255;84
675; 525; 0.0;147;255;84
700; 525; 0.0;154;255;139
725; 525; 0.0;154;255;139
750; 525; 0.0;108;255;51
775; 525; 0.0;108;255;51
25; 550; 0.0;242;171;255
50; 550; 0.0;130;255;96
75; 550; 0.0;130;255;96
100; 550; 0.0;184;255;42
125; 550; 0.0;255;190;221
150; 550; 0.0;203;163;255
175; 550; 0.0;182;255;85
200; 550; 0.0;185;255;226
225; 550; 0.0;255;195;228
250; 550; 0.0;117;138;255
275; 550; 0.0;102;255;105
300; 550; 0.0;104;255;60
325; 550; 0.0;255;46;213
350; 550; 0.0;253;255;52
375; 550; 0.0;255;102;140
425; 550; 0.0;255;102;140
450; 550; 0.0;253;255;165
475; 550; 0.0;253;255;165
500; 550; 0.0;97;255;79
525; 550; 0.0;189;255;15
550; 550; 0.0;189;255;15
575; 550; 0.0;173;255;92
600; 550; 0.0;119;52;255
625; 550; 0.0;119;52;255
650; 550; 0.0;147;255;84
675; 550; 0.0;147;255;84
700; 550; 0.0;255;167;234
725; 550; 0.0;154;255;139
750; 550; 0.0;108;255;51
775; 550; 0.0;108;255;51
25; 575; 0.0;242;171;255
50; 575; 0.0;170;255;84
75; 575; 0.0;130;255;96
100; 575; 0.0;184;255;42
125; 575; 0.0;255;190;221
150; 575; 0.0;203;163;255
175; 575; 0.0;202;121;255
200; 575; 0.0;255;23;208
225; 575; 0.0;255;23;208
250; 575; 0.0;117;138;255
275; 575; 0.0;102;255;105
300; 575; 0.0;104;255;60
325; 575; 0.0;255;46;213
350; 575; 0.0;253;255;52
375; 575; 0.0;255;102;140
425; 575; 0.0;255;102;140
450; 575; 0.0;253;255;165
475; 575; 0.0;253;255;165
500; 575; 0.0;97;255;79
525; 575; 0.0;189;255;15
550; 575; 0.0;189;255;15
575; 575; 0.0;173;255;92
600; 575; 0.0;173;255;92
625; 575; 0.0;119;52;255
650; 575; 0.0;147;255;84
675; 575; 0.0;147;255;84
700; 575; 0.0;255;167;234
725; 575; 0.0;154;255;139
750; 575; 0.0;108;255;51
775; 575; 0.0;108;255;51
25; 600; 0.0;242;171;255
50; 600; 0.0;170;255;84
75; 600; 0.0;130;255;96
100; 600; 0.0;184;255;42
125; 600; 0.0;184;255;42
150; 600; 0.0;255;190;221
175; 600; 0.0;202;121;255
200; 600; 0.0;255;23;208
225; 600; 0.0;255;23;208
250; 600; 0.0;255;195;228
275; 600; 0.0;117;138;255
300; 600; 0.0;79;255;144
325; 600; 0.0;79;255;144
350; 600; 0.0;253;255;52
375; 600; 0.0;255;102;140
425; 600; 0.0;255;102;140
450; 600; 0.0;253;255;165
475; 600; 0.0;253;255;165
500; 600; 0.0;97;255;79
525; 600; 0.0;189;255;15
550; 600; 0.0;189;255;15
575; 600; 0.0;173;255;92
600; 600; 0.0;173;255;92
625; 600; 0.0;119;52;255
650; 600; 0.0;147;255;84
675; 600; 0.0;147;255;84
700; 600; 0.0;255;167;234
725; 600; 0.0;154;255;139
750; 600; 0.0;108;255;51
775; 600; 0.0;108;255;51
25; 625; 0.0;242;171;255
50; 625; 0.0;170;255;84
75; 625; 0.0;130;255;96
100; 625; 0.0;130;255;96
125; 625; 0.0;184;255;42
150; 625; 0.0;255;190;221
175; 625; 0.0;203;163;255
200; 625; 0.0;255;23;208
225; 625; 0.0;255;23;208
250; 625; 0.0;255;195;228
275; 625; 0.0;117;138;255
300; 625; 0.0;79;255;144
325; 625; 0.0;79;255;144
350; 625; 0.0;253;255;52
375; 625; 0.0;253;255;52
400; 625; 0.0;255;102;140
425; 625; 0.0;253;255;165
475; 625; 0.0;253;255;165
500; 625; 0.0;97;255;79
525; 625; 0.0;189;255;15
550; 625; 0.0;189;255;15
575; 625; 0.0;173;255;92
600; 625; 0.0;173;255;92
625; 625; 0.0;119;52;255
650; 625; 0.0;119;52;255
675; 625; 0.0;147;255;84
700; 625; 0.0;255;167;234
725; 625; 0.0;154;255;139
750; 625; 0.0;108;255;51
775; 625; 0.0;108;255;51
50; 650; 0.0;242;171;255
75; 650; 0.0;130;255;96
100; 650; 0.0;130;255;96
125; 650; 0.0;255;93;104
150; 650; 0.0;255;190;221
175; 650; 0.0;255;190;221
200; 650; 0.0;182;255;85
225; 650; 0.0;255;23;208
250; 650; 0.0;255;195;228
275; 650; 0.0;117;138;255
300; 650; 0.0;79;255;144
325; 650; 0.0;79;255;144
350; 650; 0.0;253;255;52
375; 650; 0.0;253;255;52
400; 650; 0.0;255;102;140
425; 650; 0.0;120;255;248
450; 650; 0.0;253;255;165
475; 650; 0.0;253;255;165
500; 650; 0.0;97;255;79
525; 650; 0.0;189;255;15
550; 650; 0.0;189;255;15
575; 650; 0.0;173;255;92
600; 650; 0.0;173;255;92
625; 650; 0.0;119;52;255
650; 650; 0.0;119;52;255
675; 650; 0.0;147;255;84
700; 650; 0.0;255;167;234
725; 650; 0.0;212;180;255
750; 650; 0.0;108;255;51
775; 650; 0.0;108;255;51
50; 675; 0.0;242;171;255
75; 675; 0.0;130;255;96
100; 675; 0.0;130;255;96
125; 675; 0.0;255;93;104
150; 675; 0.0;255;190;221
175; 675; 0.0;255;190;221
200; 675; 0.0;182;255;85
225; 675; 0.0;255;23;208
250; 675; 0.0;225;200;255
275; 675; 0.0;187;255;163
300; 675; 0.0;79;255;144
325; 675; 0.0;79;255;144
350; 675; 0.0;253;255;52
400; 675; 0.0;253;255;52
425; 675; 0.0;120;255;248
450; 675; 0.0;253;255;165
475; 675; 0.0;253;255;165
500; 675; 0.0;173;255;92
525; 675; 0.0;189;255;15
550; 675; 0.0;189;255;15
575; 675; 0.0;173;255;92
600; 675; 0.0;173;255;92
625; 675; 0.0;119;52;255
650; 675; 0.0;119;52;255
675; 675; 0.0;255;167;234
700; 675; 0.0;255;167;234
725; 675; 0.0;212;180;255
750; 675; 0.0;108;255;51
775; 675; 0.0;108;255;51
50; 700; 0.0;242;171;255
75; 700; 0.0;130;255;96
100; 700; 0.0;130;255;96
125; 700; 0.0;255;93;104
150; 700; 0.0;255;190;221
175; 700; 0.0;255;190;221
200; 700; 0.0;182;255;85
225; 700; 0.0;255;23;208
250; 700; 0.0;225;200;255
275; 700; 0.0;187;255;163
300; 700; 0.0;79;255;144
325; 700; 0.0;79;255;144
350; 700; 0.0;253;255;52
400; 700; 0.0;253;255;52
425; 700; 0.0;120;255;248
450; 700; 0.0;120;255;248
475; 700; 0.0;253;255;165
500; 700; 0.0;173;255;92
525; 700; 0.0;189;255;15
550; 700; 0.0;173;255;92
600; 700; 0.0;173;255;92
625; 700; 0.0;119;52;255
650; 700; 0.0;119;52;255
675; 700; 0.0;255;167;234
700; 700; 0.0;255;167;234
725; 700; 0.0;212;180;255
750; 700; 0.0;108;255;51
775; 700; 0.0;108;255;51
75; 725; 0.0;242;171;255
100; 725; 0.0;130;255;96
125; 725; 0.0;255;190;221
200; 725; 0.0;255;190;221
225; 725; 0.0;182;255;85
250; 725; 0.0;225;200;255
275; 725; 0.0;187;255;163
300; 725; 0.0;226;255;206
325; 725; 0.0;79;255;144
350; 725; 0.0;253;255;52
400; 725; 0.0;253;255;52
425; 725; 0.0;120;255;248
450; 725; 0.0;120;255;248
475; 725; 0.0;253;255;165
500; 725; 0.0;173;255;92
525; 725; 0.0;189;255;15
550; 725; 0.0;173;255;92
600; 725; 0.0;173;255;92
625; 725; 0.0;119;52;255
650; 725; 0.0;119;52;255
675; 725; 0.0;255;167;234
700; 725; 0.0;255;167;234
725; 725; 0.0;212;180;255
750; 725; 0.0;108;255;51
775; 725; 0.0;108;255;51
75; 750; 0.0;242;171;255
100; 750; 0.0;133;255;251
125; 750; 0.0;255;190;221
200; 750; 0.0;255;190;221
225; 750; 0.0;182;255;85
250; 750; 0.0;133;255;79
275; 750; 0.0;187;255;163
300; 750; 0.0;226;255;206
325; 750; 0.0;79;255;144
350; 750; 0.0;50;255;185
375; 750; 0.0;253;255;52
400; 750; 0.0;253;255;52
425; 750; 0.0;120;255;248
450; 750; 0.0;120;255;248
475; 750; 0.0;253;255;165
500; 750; 0.0;173;255;92
525; 750; 0.0;189;255;15
550; 750; 0.0;173;255;92
600; 750; 0.0;173;255;92
625; 750; 0.0;119;52;255
650; 750; 0.0;255;227;221
675; 750; 0.0;255;167;234
725; 750; 0.0;255;167;234
750; 750; 0.0;108;255;51
775; 750; 0.0;108;255;51
75; 775; 0.0;242;171;255
100; 775; 0.0;133;255;251
125; 775; 0.0;255;190;221
175; 775; 0.0;255;190;221
200; 775; 0.0;26;255;185
225; 775; 0.0;182;255;85
250; 775; 0.0;133;255;79
275; 775; 0.0;187;255;163
300; 775; 0.0;226;255;206
325; 775; 0.0;50;255;185
350; 775; 0.0;50;255;185
375; 775; 0.0;253;255;52
400; 775; 0.0;253;255;52
425; 775; 0.0;120;255;248
450; 775; 0.0;120;255;248
475; 775; 0.0;253;255;165
500; 775; 0.0;173;255;92
525; 775; 0.0;173;255;92
600; 775; 0.0;173;255;92
625; 775; 0.0;119;52;255
650; 775; 0.0;119;52;255
675; 775; 0.0;255;167;234
725; 775; 0.0;255;167;234
750; 775; 0.0;108;255;51
775; 775; 0.0;108;255;51
14; 7; 0.0;161;255;72
21; 7; 0.0;133;255;230
49; 7; 0.0;133;255;230
56; 7; 0.0;78;111;255
63; 7; 0.0;133;255;230
126; 7; 0.0;133;255;230
133; 7; 0.0;133;255;230
140; 7; 0.0;255;88;155
154; 7; 0.0;255;88;155
161; 7; 0.0;133;255;230
168; 7; 0.0;205;255;219
182; 7; 0.0;205;255;219
189; 7; 0.0;128;255;50
224; 7; 0.0;128;255;50
231; 7; 0.0;213;255;92
329; 7; 0.0;213;255;92
336; 7; 0.0;118;221;255
343; 7; 0.0;118;221;255
350; 7; 0.0;205;255;115
371; 7; 0.0;205;255;115
378; 7; 0.0;100;255;218
399; 7; 0.0;100;255;218
406; 7; 0.0;255;238;72
455; 7; 0.0;255;238;72
462; 7; 0.0;185;101;255
546; 7; 0.0;185;101;255
553; 7; 0.0;65;255;160
588; 7; 0.0;65;255;160
595; 7; 0.0;139;108;255
651; 7; 0.0;139;108;255
658; 7; 0.0;154;255;139
728; 7; 0.0;154;255;139
735; 7; 0.0;255;201;247
14; 14; 0.0;161;255;72
21; 14; 0.0;133;255;230
42; 14; 0.0;133;255;230
49; 14; 0.0;78;111;255
56; 14; 0.0;78;111;255
63; 14; 0.0;133;255;230
119; 14; 0.0;133;255;230
126; 14; 0.0;255;88;155
133; 14; 0.0;255;88;155
154; 14; 0.0;255;88;155
161; 14; 0.0;133;255;230
168; 14; 0.0;205;255;219
182; 14; 0.0;205;255;219
189; 14; 0.0;128;255;50
224; 14; 0.0;128;255;50
231; 14; 0.0;213;255;92
329; 14; 0.0;213;255;92
336; 14; 0.0;118;221;255
343; 14; 0.0;118;221;255
350; 14; 0.0;205;255;115
371; 14; 0.0;205;255;115
378; 14; 0.0;100;255;218
399; 14; 0.0;100;255;218
406; 14; 0.0;255;238;72
455; 14; 0.0;255;238;72
462; 14; 0.0;185;101;255
546; 14; 0.0;185;101;255
553; 14; 0.0;65;255;160
